"KASBA - VISHRAMBAUG WADA","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","20","","","","","","","","","","","","","","","","","","",""
"Ward No.","Year","Sr. No.","Details of the work","Amount","Expense Code","Issue Status","Original Comment","Resolution Comment","","","","","","","","","","","","","","","","",""
"16D","20-21","25","Concretization","1000000","Concretization","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","26","Concretization","878478.38","Concretization","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","27","Concretization and putting drainage line","898451.53","Concretization","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","28","Putting drainage line","1000000","Drainage","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","29","Putting drainage line","859933.33","Drainage","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","30","Concretization and putting drainage line","1000000","Concretization","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","31","Concretization and putting drainage line","1000000","Concretization","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","32","Making footpath","866486.56","Footpath","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","33","Building library","519366.12","Library","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","34","Coloring work","1000000","Colouring","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","35","Transport related work","894322.27","Traffic","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","36","Coal tar road","744619.83","Road","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","37","Coal tar road","876907.48","Road","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","38","Coal tar road","1780549.84","Road","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","39","Thermoplastic paint","784884.24","Colouring","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","40","Repairing toilets","861534.2","Toilet","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","41","Toilet maintenance","879087.4","Toilet","","","","","","","","","","","","","","","","","","","",""
"16D","20-21","42","Repairing and fencing of old wall","880365.15","Fencing","","","","","","","","","","","","","","","","","","","",""
"16","21-22","1","Making footpath","949000","Footpath","","","","","","","","","","","","","","","","","","","",""
"16","21-22","2","Making footpath","898000","Footpath","","","","","","","","","","","","","","","","","","","",""
"16","21-22","3","Concretization","896000","Concretization","","","","","","","","","","","","","","","","","","","",""
"16","21-22","4","Road related work","588000","Road","","","","","","","","","","","","","","","","","","","",""
"16","21-22","5","Miscellaneous Development Work","898000","Development work","","","","","","","","","","","","","","","","","","","",""
"16","21-22","6","Coal tar road","898000","Road","","","","","","","","","","","","","","","","","","","",""
"16","21-22","7","Coal tar road","697000","Road","","","","","","","","","","","","","","","","","","","",""
"16","21-22","8","Coal tar road","898000","Road","","","","","","","","","","","","","","","","","","","",""
"16","21-22","9","Concretization","898000","Concretization","","","","","","","","","","","","","","","","","","","",""
"16","21-22","10","Putting drainage line and Pavasali line","898000","Drainage","","","","","","","","","","","","","","","","","","","",""
"16","21-22","11","Concretization","876000","Concretization","","","","","","","","","","","","","","","","","","","",""
"16","21-22","12","Miscellaneous Development Work","847000","Development work","","","","","","","","","","","","","","","","","","","",""
"16","21-22","13","Concretization and putting drainage line","897000","Concretization","","","","","","","","","","","","","","","","","","","",""
"16","21-22","14","Putting drainage line ","895000","Drainage","","","","","","","","","","","","","","","","","","","",""
"16","21-22","15","Putting drainage line ","896000","Drainage","","","","","","","","","","","","","","","","","","","",""
"16","21-22","16","Putting drainage line ","897000","Drainage","","","","","","","","","","","","","","","","","","","",""
"16","21-22","17","Repairing toilets","561000","Toilet","","","","","","","","","","","","","","","","","","","",""
"16","21-22","18","Repairing toilets","344000","Toilet","","","","","","","","","","","","","","","","","","","",""
"16","21-22","19","Colouring work","892000","Colouring","","","","","","","","","","","","","","","","","","","",""
"16","21-22","20","Building library","591000","Library","","","","","","","","","","","","","","","","","","","",""
"16","21-22","21","Building library","811000","Library","","","","","","","","","","","","","","","","","","","",""
"16A","21-22","1","Miscellaneous Development Work","179800","Development work","","","","","","","","","","","","","","","","","","","",""
"16A","21-22","2","Putting drainage line","267000","Drainage","","","","","","","","","","","","","","","","","","","",""
"16A","21-22","3","Footpath related work","268000","Footpath","","","","","","","","","","","","","","","","","","","",""
"16A","21-22","4","Cleaning radaroda ","300000","Cleaning","","","","","","","","","","","","","","","","","","","",""
"16A","21-22","5","Cleaning radaroda ","300000","Cleaning","","","","","","","","","","","","","","","","","","","",""
"16A","21-22","6","Miscellaneous Development Work","887000","Development work","","","","","","","","","","","","","","","","","","","",""
"16A","21-22","7","Providing gym equipments","100000","Gym","","","","","","","","","","","","","","","","","","","",""
"16A","21-22","8","Repairing toilets","178000","Toilet","","","","","","","","","","","","","","","","","","","",""
"16A","21-22","9","Draiange related work","487000","Drainage","","","","","","","","","","","","","","","","","","","",""
"16A","21-22","10","Coal tar road","899000","Road","","","","","","","","","","","","","","","","","","","",""
"16A","21-22","11","Concretization","791000","Concretization","","","","","","","","","","","","","","","","","","","",""
"16A","21-22","12","Draiange related work","900000","Drainage","","","","","","","","","","","","","","","","","","","",""
"16A","21-22","13","Miscellaneous Development Work","392000","Development work","","","","","","","","","","","","","","","","","","","",""
"16A","21-22","14","Decoration","810000","Decoration","","","","","","","","","","","","","","","","","","","",""
"16B","21-22","1","Putting drainage line ","176000","Drainage","","","","","","","","","","","","","","","","","","","",""
"16B","21-22","2","Trimax concretization","898000","Concretization","","","","","","","","","","","","","","","","","","","",""
"16B","21-22","3","Trimax concretization","830000","Concretization","","","","","","","","","","","","","","","","","","","",""
"16B","21-22","4","Miscellaneous Development Work","618000","Development work","","","","","","","","","","","","","","","","","","","",""
"16B","21-22","5","Putting drainage line ","179200","Drainage","","","","","","","","","","","","","","","","","","","",""
"16B","21-22","6","Putting drainage line ","894000","Drainage","","","","","","","","","","","","","","","","","","","",""
"16B","21-22","7","Putting drainage line ","893000","Drainage","","","","","","","","","","","","","","","","","","","",""
"16B","21-22","8","Trimax concretization","501000","Concretization","","","","","","","","","","","","","","","","","","","",""
"16B","21-22","9","Putting drainage line ","899000","Drainage","","","","","","","","","","","","","","","","","","","",""
"16B","21-22","10","Putting drainage line ","899000","Drainage","","","","","","","","","","","","","","","","","","","",""
"16B","21-22","11","Coloring and Furniture work","899000","Colouring","","","","","","","","","","","","","","","","","","","",""
"16B","21-22","12","Concretization and putting drainage line","842000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","17-18","1","Widening of road","100000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","17-18","2","Decoration","100000","Decoration","","","","","","","","","","","","","","","","","","","",""
"29B","17-18","3","Coal tar road","100000","Road","","","","","","","","","","","","","","","","","","","",""
"29B","17-18","4","Coal tar road","100000","Road","","","","","","","","","","","","","","","","","","","",""
"29B","17-18","5","Coal tar road","100000","Road","","","","","","","","","","","","","","","","","","","",""
